PARROQUIA,ZONA,MES,DIA_SEMANA,HORA_NUM,ACCIDENTES,PROM_LESIONADOS,PROM_FALLECIDOS,PROM_TOTAL_VICTIMAS,CAUSA_MAS_FRECUENTE,TIPO_SINIESTRO_MAS_FRECUENTE,TIPO_VEHICULO_MAS_FRECUENTE,LATITUD_PROM,LONGITUD_PROM,RIESGO_PORC,NIVEL_RIESGO
QUINGEO,RURAL,2,6,18,1,5.0,0.0,5.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE PISTA,AUTOMÓVIL,-3.032205,-78.927562,20.0,BAJO
QUINGEO,RURAL,5,1,11,1,1.0,0.0,1.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",OTROS,NO IDENTIFICADO,-3.048308,-78.911346,20.0,BAJO
QUINGEO,RURAL,5,6,2,1,0.0,1.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",PÉRDIDA DE PISTA,MOTOCICLETA,-3.043604,-78.950114,20.0,BAJO
QUINGEO,RURAL,9,5,21,1,0.0,1.0,1.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,NO IDENTIFICADO,-3.039597,-78.942561,20.0,BAJO
RICAURTE (CUENCA),RURAL,1,6,20,1,1.0,0.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,AUTOMÓVIL,-2.864029,-78.959294,20.0,BAJO
RICAURTE (CUENCA),RURAL,2,1,10,1,1.0,0.0,1.0,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO AL PEATÓN.,ATROPELLOS,AUTOMÓVIL,-2.860374,-78.962736,20.0,BAJO
RICAURTE (CUENCA),RURAL,2,5,5,1,1.0,0.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",PÉRDIDA DE PISTA,MOTOCICLETA,-2.869926,-78.971883,20.0,BAJO
RICAURTE (CUENCA),RURAL,2,5,13,1,2.0,0.0,2.0,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,BICICLETA,-2.869493,-78.965073,20.0,BAJO
RICAURTE (CUENCA),RURAL,2,5,18,1,1.0,0.0,1.0,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO A VEHÍCULOS.,CHOQUE LATERAL,MOTOCICLETA,-2.864566,-78.944361,20.0,BAJO
RICAURTE (CUENCA),RURAL,3,5,11,1,0.0,1.0,1.0,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO AL PEATÓN.,ATROPELLOS,MOTOCICLETA,-2.869746,-78.97184,20.0,BAJO
RICAURTE (CUENCA),RURAL,4,4,18,1,0.0,0.0,0.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",OTROS,NO IDENTIFICADO,-2.844119,-78.971776,20.0,BAJO
RICAURTE (CUENCA),RURAL,4,5,8,1,1.0,0.0,1.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE PISTA,FURGONETA,-2.853614,-78.964181,20.0,BAJO
RICAURTE (CUENCA),RURAL,5,1,18,1,1.0,0.0,1.0,NO GUARDAR LA DISTANCIA LATERAL MÍNIMA DE SEGURIDAD ENTRE VEHÍCULOS.,CHOQUE FRONTAL,AUTOMÓVIL,-2.862664,-78.938963,20.0,BAJO
RICAURTE (CUENCA),RURAL,5,3,18,1,2.0,0.0,2.0,NO GUARDAR LA DISTANCIA LATERAL MÍNIMA DE SEGURIDAD ENTRE VEHÍCULOS.,ROZAMIENTOS,VEHÍCULO DEPORTIVO UTILITARIO,-2.867621,-78.964173,20.0,BAJO
RICAURTE (CUENCA),RURAL,5,3,21,1,1.0,0.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",PÉRDIDA DE CARRIL,CAMIONETA,-2.875461,-78.950533,20.0,BAJO
RICAURTE (CUENCA),RURAL,5,6,0,1,1.0,0.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",PÉRDIDA DE PISTA,MOTOCICLETA,-2.858895,-78.968842,20.0,BAJO
RICAURTE (CUENCA),RURAL,6,1,12,1,0.0,0.0,0.0,NO GUARDAR LA DISTANCIA LATERAL MÍNIMA DE SEGURIDAD ENTRE VEHÍCULOS.,ROZAMIENTOS,CAMIONETA,-2.847173,-78.961681,20.0,BAJO
RICAURTE (CUENCA),RURAL,7,4,17,1,2.0,0.0,2.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,BICICLETA,-2.858022,-78.974501,20.0,BAJO
RICAURTE (CUENCA),RURAL,7,6,15,1,1.0,0.0,1.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,AUTOMÓVIL,-2.861643,-78.963075,20.0,BAJO
RICAURTE (CUENCA),RURAL,9,0,16,1,0.0,0.0,0.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ESTRELLAMIENTOS,CAMIÓN,-2.863657,-78.96467,20.0,BAJO
RICAURTE (CUENCA),RURAL,9,4,22,1,1.0,0.0,1.0,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,AUTOMÓVIL,-2.862989,-78.967791,20.0,BAJO
RICAURTE (CUENCA),RURAL,9,6,5,1,1.0,0.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,AUTOMÓVIL,-2.867355,-78.956971,20.0,BAJO
RICAURTE (CUENCA),RURAL,9,6,8,1,0.0,1.0,1.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,CAMIONETA,-2.864366,-78.959904,20.0,BAJO
RICAURTE (CUENCA),RURAL,10,2,17,1,0.0,0.0,0.0,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,VEHÍCULO DEPORTIVO UTILITARIO,-2.864569,-78.968632,20.0,BAJO
RICAURTE (CUENCA),RURAL,10,4,8,1,0.0,0.0,0.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,VEHÍCULO DEPORTIVO UTILITARIO,-2.870906,-78.969564,20.0,BAJO
RICAURTE (CUENCA),RURAL,10,5,0,1,2.0,0.0,2.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE FRONTAL,MOTOCICLETA,-2.864418,-78.965285,20.0,BAJO
RICAURTE (CUENCA),RURAL,10,5,22,1,1.0,0.0,1.0,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,NO IDENTIFICADO,-2.853961,-78.971535,20.0,BAJO
RICAURTE (CUENCA),RURAL,11,2,19,1,1.0,0.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",PÉRDIDA DE PISTA,MOTOCICLETA,-2.859415,-78.966358,20.0,BAJO
RICAURTE (CUENCA),RURAL,12,1,19,1,4.0,0.0,4.0,NO GUARDAR LA DISTANCIA LATERAL MÍNIMA DE SEGURIDAD ENTRE VEHÍCULOS.,ROZAMIENTOS,AUTOMÓVIL,-2.161827,-79.880323,20.0,BAJO
RICAURTE (CUENCA),RURAL,12,2,9,1,2.0,0.0,2.0,NO TRANSITAR POR LAS ACERAS O ZONAS DE SEGURIDAD DESTINADAS PARA EL EFECTO.,ATROPELLOS,VEHÍCULO DEPORTIVO UTILITARIO,-1.861889,-80.199389,20.0,BAJO
RICAURTE (CUENCA),RURAL,12,2,18,1,2.0,0.0,2.0,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO AL PEATÓN.,ATROPELLOS,MOTOCICLETA,-2.073961,-79.941255,20.0,BAJO
RICAURTE (CUENCA),RURAL,12,3,2,1,0.0,0.0,0.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ESTRELLAMIENTOS,NO IDENTIFICADO,-2.862997,-78.967782,20.0,BAJO
RICAURTE (CUENCA),RURAL,12,3,19,1,2.0,0.0,2.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,MOTOCICLETA,-2.208416,-80.970751,20.0,BAJO
RICAURTE (CUENCA),RURAL,12,4,19,1,0.0,0.0,0.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ROZAMIENTOS,AUTOMÓVIL,-0.511861,-79.364306,20.0,BAJO
RICAURTE (CUENCA),URBANA,3,6,1,1,1.0,0.0,1.0,CONDUCIR EN SENTIDO CONTRARIO A LA VÍA NORMAL DE CIRCULACIÓN.,CHOQUE FRONTAL,VEHÍCULO DEPORTIVO UTILITARIO,-2.875343,-78.948721,20.0,BAJO
RICAURTE (CUENCA),URBANA,9,2,0,1,1.0,0.0,1.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",VOLCAMIENTOS,MOTOCICLETA,-2.875161,-78.948548,20.0,BAJO
RICAURTE (CUENCA),URBANA,10,0,7,1,1.0,0.0,1.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,CAMIONETA,-2.863611,-78.95869,20.0,BAJO
RICAURTE (CUENCA),URBANA,10,0,19,1,1.0,0.0,1.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,MOTOCICLETA,-2.86371,-78.962528,20.0,BAJO
RICAURTE (CUENCA),URBANA,10,1,23,1,0.0,0.0,0.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ATROPELLOS,NO IDENTIFICADO,-2.870802,-78.972301,20.0,BAJO
RICAURTE (CUENCA),URBANA,10,5,16,1,0.0,0.0,0.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",ESTRELLAMIENTOS,AUTOMÓVIL,-2.871695,-78.966007,20.0,BAJO
SAN JOAQUIN,RURAL,1,3,7,1,0.0,0.0,0.0,NO GUARDAR LA DISTANCIA LATERAL MÍNIMA DE SEGURIDAD ENTRE VEHÍCULOS.,ROZAMIENTOS,AUTOMÓVIL,-2.895778,-79.056861,20.0,BAJO
SAN JOAQUIN,RURAL,2,0,6,1,1.0,0.0,1.0,NO CEDER EL DERECHO DE VÍA O PREFERENCIA DE PASO A VEHÍCULOS.,CHOQUE LATERAL,MOTOCICLETA,-2.889139,-79.062054,20.0,BAJO
SAN JOAQUIN,RURAL,2,5,4,1,0.0,0.0,0.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",PÉRDIDA DE CARRIL,MOTOCICLETA,-2.891593,-79.057274,20.0,BAJO
SAN JOAQUIN,RURAL,2,5,16,1,0.0,0.0,0.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE CARRIL,CAMIONETA,-2.896533,-79.050933,20.0,BAJO
SAN JOAQUIN,RURAL,2,6,14,1,1.0,0.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",PÉRDIDA DE PISTA,MOTOCICLETA,-2.896791,-79.054766,20.0,BAJO
SAN JOAQUIN,RURAL,3,5,17,1,1.0,0.0,1.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE PISTA,MOTOCICLETA,-2.891374,-79.058046,20.0,BAJO
SAN JOAQUIN,RURAL,4,2,18,1,2.0,0.0,2.0,MALAS CONDICIONES DE LA VÍA Y/O CONFIGURACIÓN. (ILUMINACIÓN Y DISEÑO).,PÉRDIDA DE CARRIL,VEHÍCULO DEPORTIVO UTILITARIO,-2.899613,-79.049533,20.0,BAJO
SAN JOAQUIN,RURAL,5,4,21,1,1.0,0.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE FRONTAL,MOTOCICLETA,-2.92099,-79.08798,20.0,BAJO
SAN JOAQUIN,RURAL,6,0,14,1,0.0,0.0,0.0,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,AUTOMÓVIL,-2.892466,-79.055643,20.0,BAJO
SAN JOAQUIN,RURAL,6,6,1,1,1.0,0.0,1.0,CONDUCIR EN SENTIDO CONTRARIO A LA VÍA NORMAL DE CIRCULACIÓN.,PÉRDIDA DE CARRIL,MOTOCICLETA,-2.891866,-79.046352,20.0,BAJO
SAN JOAQUIN,RURAL,7,0,9,1,3.0,0.0,3.0,CONDUCIR EN SENTIDO CONTRARIO A LA VÍA NORMAL DE CIRCULACIÓN.,CHOQUE FRONTAL,MOTOCICLETA,-2.895268,-79.062241,20.0,BAJO
SAN JOAQUIN,RURAL,7,4,19,1,0.0,1.0,1.0,REALIZAR CAMBIO BRUSCO O INDEBIDO DE CARRIL.,ROZAMIENTOS,MOTOCICLETA,-2.890436,-79.060178,20.0,BAJO
SAN JOAQUIN,RURAL,7,4,21,1,0.0,0.0,0.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",ESTRELLAMIENTOS,CAMIONETA,-2.895858,-79.051564,20.0,BAJO
SAN JOAQUIN,RURAL,8,5,13,1,3.0,0.0,3.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",PÉRDIDA DE PISTA,FURGONETA,-2.932282,-79.190652,20.0,BAJO
SAN JOAQUIN,RURAL,9,2,20,1,0.0,0.0,0.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,NO IDENTIFICADO,-2.951943,-79.235389,20.0,BAJO
SAN JOAQUIN,RURAL,11,0,2,1,0.0,0.0,0.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,VEHÍCULO DEPORTIVO UTILITARIO,-2.896783,-79.054735,20.0,BAJO
SAN JOAQUIN,RURAL,11,1,14,1,2.0,0.0,2.0,CONDUCIR VEHÍCULO SUPERANDO LOS LÍMITES MÁXIMOS DE VELOCIDAD.,VOLCAMIENTOS,CAMIONETA,-2.934726,-79.214602,20.0,BAJO
SAN JOAQUIN,RURAL,11,3,16,1,1.0,0.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",PÉRDIDA DE CARRIL,MOTOCICLETA,-2.892005,-79.05678,20.0,BAJO
SAN JOAQUIN,RURAL,11,5,22,1,1.0,0.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",PÉRDIDA DE PISTA,MOTOCICLETA,-2.891848,-79.043922,20.0,BAJO
SAN JOAQUIN,RURAL,12,0,12,1,1.0,0.0,1.0,NO TRANSITAR POR LAS ACERAS O ZONAS DE SEGURIDAD DESTINADAS PARA EL EFECTO.,ATROPELLOS,NO IDENTIFICADO,-1.970051,-79.745133,20.0,BAJO
SAN JOAQUIN,RURAL,12,2,21,1,1.0,0.0,1.0,NO GUARDAR LA DISTANCIA LATERAL MÍNIMA DE SEGURIDAD ENTRE VEHÍCULOS.,OTROS,NO IDENTIFICADO,-2.903482,-79.074526,20.0,BAJO
SAN JOAQUIN,RURAL,12,4,12,1,0.0,1.0,1.0,NO TRANSITAR POR LAS ACERAS O ZONAS DE SEGURIDAD DESTINADAS PARA EL EFECTO.,ARROLLAMIENTOS,CAMIONETA,-1.363022,-79.906278,20.0,BAJO
SAN JOAQUIN,URBANA,3,5,1,1,0.0,0.0,0.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE PISTA,AUTOMÓVIL,-2.892416,-79.055389,20.0,BAJO
SAN JOAQUIN,URBANA,5,0,21,1,1.0,0.0,1.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ESTRELLAMIENTOS,AUTOMÓVIL,-2.887377,-79.066066,20.0,BAJO
SAN JOAQUIN,URBANA,10,5,12,1,1.0,0.0,1.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",PÉRDIDA DE PISTA,MOTOCICLETA,-2.907982,-79.257689,20.0,BAJO
SAN JOAQUIN,URBANA,12,2,13,1,1.0,0.0,1.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,NO IDENTIFICADO,-2.901649,-79.042522,20.0,BAJO
SANTA ANA,RURAL,2,3,7,1,1.0,0.0,1.0,NO GUARDAR LA DISTANCIA LATERAL MÍNIMA DE SEGURIDAD ENTRE VEHÍCULOS.,CHOQUE LATERAL,AUTOMÓVIL,-2.969056,-78.911791,20.0,BAJO
SANTA ANA,RURAL,2,5,15,1,1.0,0.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE FRONTAL,AUTOMÓVIL,-2.972701,-78.904365,20.0,BAJO
SANTA ANA,RURAL,3,3,20,1,1.0,0.0,1.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE FRONTAL,MOTOCICLETA,-2.931491,-78.931761,20.0,BAJO
SANTA ANA,RURAL,4,0,7,1,0.0,0.0,0.0,NO GUARDAR LA DISTANCIA LATERAL MÍNIMA DE SEGURIDAD ENTRE VEHÍCULOS.,ROZAMIENTOS,VEHÍCULO DEPORTIVO UTILITARIO,-2.939376,-78.928689,20.0,BAJO
SANTA ANA,RURAL,4,2,19,1,0.0,0.0,0.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",PÉRDIDA DE CARRIL,CAMIÓN,-2.935825,-78.920068,20.0,BAJO
SANTA ANA,RURAL,6,5,10,1,1.0,0.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",CHOQUE FRONTAL,MOTOCICLETA,-2.971734,-78.908981,20.0,BAJO
SANTA ANA,RURAL,8,3,17,1,1.0,0.0,1.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",CHOQUE FRONTAL,MOTOCICLETA,-2.964084,-78.915975,20.0,BAJO
SANTA ANA,RURAL,9,2,3,1,0.0,0.0,0.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",PÉRDIDA DE CARRIL,NO IDENTIFICADO,-2.973052,-78.90147,20.0,BAJO
SANTA ANA,RURAL,11,1,19,1,0.0,0.0,0.0,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,BUS,-2.938959,-78.935866,20.0,BAJO
SANTA ANA,RURAL,11,4,22,1,1.0,0.0,1.0,"CONDUCE BAJO LA INFLUENCIA DE ALCOHOL, SUSTANCIAS ESTUPEFACIENTES O PSICOTRÓPICAS Y/O MEDICAMENTOS.",PÉRDIDA DE CARRIL,BUS,-2.968606,-78.913027,20.0,BAJO
SAYAUSI,RURAL,1,0,21,1,3.0,0.0,3.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE CARRIL,CAMIONETA,-2.802869,-79.158422,20.0,BAJO
SAYAUSI,RURAL,1,2,4,1,1.0,0.0,1.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",ATROPELLOS,NO IDENTIFICADO,-2.866389,-79.088333,20.0,BAJO
SAYAUSI,RURAL,1,3,21,1,1.0,0.0,1.0,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,MOTOCICLETA,-2.867861,-79.086139,20.0,BAJO
SAYAUSI,RURAL,1,5,16,1,2.0,0.0,2.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,CAMIÓN,-2.867806,-79.086194,20.0,BAJO
SAYAUSI,RURAL,2,2,8,1,0.0,0.0,0.0,NO GUARDAR LA DISTANCIA LATERAL MÍNIMA DE SEGURIDAD ENTRE VEHÍCULOS.,ROZAMIENTOS,CAMIONETA,-2.786305,-79.195777,20.0,BAJO
SAYAUSI,RURAL,2,2,17,1,1.0,0.0,1.0,CONDUCIR EN SENTIDO CONTRARIO A LA VÍA NORMAL DE CIRCULACIÓN.,CHOQUE FRONTAL,CAMIÓN,-2.789056,-79.200028,20.0,BAJO
SAYAUSI,RURAL,2,3,3,1,0.0,0.0,0.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE CARRIL,VEHÍCULO DEPORTIVO UTILITARIO,-2.777361,-79.241666,20.0,BAJO
SAYAUSI,RURAL,3,1,12,1,0.0,0.0,0.0,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,AUTOMÓVIL,-2.780861,-79.184028,20.0,BAJO
SAYAUSI,RURAL,3,3,18,1,0.0,0.0,0.0,"NO RESPETAR LAS SEÑALES REGLAMENTARIAS DE TRÁNSITO. (PARE, CEDA EL PASO, LUZ ROJA DEL SEMAFORO, ETC).",CHOQUE LATERAL,VEHÍCULO DEPORTIVO UTILITARIO,-2.854545,-79.101574,20.0,BAJO
SAYAUSI,RURAL,3,5,8,1,4.0,3.0,7.0,"FALLA MECÁNICA EN LOS SISTEMAS Y/O NEÚMATICOS (SISTEMA DE FRENOS, DIRECCIÓN, ELÉCTRÓNICO O MECÁNICO).",CHOQUE POSTERIOR,AUTOMÓVIL,-2.871761,-79.077126,20.0,BAJO
SAYAUSI,RURAL,3,6,17,1,0.0,0.0,0.0,"CONDUCIR DESATENTO A LAS CONDICIONES DE TRÁNSITO (CELULAR, PANTALLAS DE VIDEO, COMIDA, MAQUILLAJE O CUALQUIER OTRO ELEMENTO DISTRACTOR).",PÉRDIDA DE CARRIL,CAMIONETA,-2.784704,-79.221104,20.0,BAJO
SAYAUSI,RURAL,3,6,23,1,3.0,0.0,3.0,NO MANTENER LA DISTANCIA PRUDENCIAL CON RESPECTO AL VEHÍCULO QUE LE ANTECEDE.,CHOQUE POSTERIOR,CAMIONETA,-2.851944,-79.105167,20.0,BAJO
